pergunta,resposta,id,data
Essa promoção vai até que dia?,"Olá, tudo bem? Todas as nossas promoções e preços são dinâmicos e estão sujeitos a mudanças a qualquer momento. Por isso sempre aconselhamos aos nossos clientes que comprem o quanto antes. Aguardamos a sua compra e ficamos à disposição!",MLB59620253,28/11/2025
Qual a potência disso?,"Olá, tudo bem? Esse ventilador possui 60w de potência. Aguardamos sua compra e permanecemos à disposição!",MLB59620253,30/09/2025
Qual a potência disso?,"Olá, tudo bem? O maravilhoso ventilador tem potência de 60W. Aguardamos sua compra e permanecemos à disposição!",MLB59620253,30/09/2025
"Olá, queria um ventilador desse inverter mas que não tivesse controle. Ligasse apenas no interruptor, vcs tem?","Olá, LUCIANA NAIARA NOGUEIRA SILVA! Tudo bem? Atualmente, o modelo Fênix Inverter que oferecemos possui comandos de iluminação, velocidade, exaustão e timer realizados apenas pelo controle remoto. Não temos uma versão que funcione exclusivamente com interruptor. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,22/07/2025
Vocês fazem um preço melhor acima de quantas unidades? Vocês dão garantia? Não vi nada sobre isso no anúncio,"Olá, Arlindo dos Santos Alves Neto! Tudo bem? Atualmente, estamos trabalhando com nosso melhor preço. Para conferir atualizações de preço e promoções, fique de olho em nosso catálogo de produtos. Todos os nossos produtos possuem garantia de fábrica. Consulte a descrição do produto para mais detalhes. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,17/07/2025
Boa noite!,"Olá, Arlindo dos Santos Alves Neto! Tudo bem? Boa noite! Como posso ajudar você hoje? Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,17/07/2025
"Boa noite , o ventilador é compatível com Alexa ?","Olá, Tiago Luiz Serafim! Tudo bem? O ventilador Fênix Inverter não possui compatibilidade com assistentes virtuais como a Alexa. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,14/07/2025
Aonde eu encontro a assistência?,"Olá, Ana Rita Nazare! Tudo bem? Infelizmente, não consigo compartilhar contatos externos. Para entrar em contato com a assistência técnica da marca, acesse o site oficial do fabricante e busque pela Central de Relacionamento. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,08/07/2025
"Boa noite, vende só o controle porque o meu caiu e quebrou","Olá, Ana Rita Nazare! Tudo bem? Caso o controle não possa mais ser utilizado, recomendamos que entre em contato com a assistência técnica da marca para solicitar a reposição de um novo controle. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,08/07/2025
"Bom dia, gostaria de saber o prazo para entrega, pois meu produto ainda não foi enviado.","Olá, Israel Lucas Ferreira de Souza! Tudo bem? Este item possui entrega na modalidade Full, com armazenamento e envio feitos pelo Mercado Livre, garantindo segurança e eficiência. Você pode acompanhar o status e as atualizações clicando em Compras e acessando o seu pedido. Se ainda tiver dúvidas, entre em contato conosco através das mensagens do pedido. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,07/07/2025
"Para instalacao é necessario interruptor proprio, ou a ligacao e feita apenas no teto, usando apenas os dois fios?","Olá, dalton curvello! Tudo bem? A instalação do ventilador Fênix Inverter é feita diretamente no teto, utilizando apenas fase e neutro. Os comandos de iluminação, velocidade, exaustão e timer são realizados pelo controle remoto, não sendo necessário um interruptor próprio. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,07/07/2025
O controle para esse ventilador é versão A ou B ?,"Olá, Régis Henrique! Tudo bem? Sugerimos que consulte essa informação com o fabricante do produto para obter dados mais precisos sobre sua solicitação. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,05/07/2025
Boa noite! Vocês vendem o controle dele separado?,"Olá, Régis Henrique! Tudo bem? Caso o controle não possa mais ser utilizado, recomendamos que entre em contato com a assistência técnica da marca para solicitar a reposição de um novo controle. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,05/07/2025
Frequência do controle remoto,"Olá, nicholas nascimento de oliveira! Tudo bem? O fabricante não especifica qual a frequência utilizada pelos controles. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,03/07/2025
Ola bom dia preciso urgente falar com vcs tento entrar em contato mas nunca vai por favor fala comigo Por favor Porfav,"Olá, Lariane Santos Oliveira barbosa! Tudo bem? Para entrar em contato conosco, acesse suas compras, localize seu pedido e busque a opção de falar diretamente com o vendedor. Nossa equipe estará pronta para dar continuidade à sua solicitação. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,28/06/2025
Olá boa tarde comprei dois ventiladores um tempo com vcs vcsvendem o controle separado um controle não está funcionando,"Olá, Maria Souza! Tudo bem? Caso o controle não possa mais ser utilizado, recomendamos que entre em contato com a assistência técnica da marca para solicitar a reposição de um novo controle. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,26/06/2025
Comprei e nao sei onde coloquei o manual. Vocês tem em pfd? Obrigada,"Olá, Cecilia Santini! Tudo bem? Para obter o manual do produto, recomendamos que entre em contato com a assistência técnica da marca ou acesse o site oficial do fabricante, onde geralmente disponibilizam manuais em formato digital. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,25/06/2025
Já vi o vídeo e as fotos no próprio anúncio e eles são diferentes. Quero saber qual dos dois é o que está a venda nesse anúncio ?,"Olá, karla poubel! Tudo bem? Neste anúncio, o produto disponível para venda é o que está descrito na descrição do anúncio. As imagens e vídeos são meramente ilustrativos e podem apresentar variações. Para mais detalhes sobre o produto, consulte a descrição completa no anúncio. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,19/06/2025
Na descrição do anúncio não fala qual é o modelo e não explica como é o design dele,"Olá, karla poubel! Tudo bem? Este modelo é o Fênix Inverter 14218. O ventilador possui um design moderno com pás de plástico na cor branca e motor em aço tratado com pintura especial, o que contribui para a proteção do aparelho e aumenta sua durabilidade. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,19/06/2025
O design da cúpula e igual ao do vídeo ou da foto ?,"Olá, karla poubel! Tudo bem? Sugerimos que consulte as imagens e vídeos disponíveis no anúncio para verificar o design da cúpula. As fotos e vídeos são fornecidos para ilustrar o produto e podem ajudar a esclarecer suas dúvidas sobre o design. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,19/06/2025
Ola boa tarde o centilador e a luz nao respondem ao comando do controle o que faco ?Tem que comprar o que ?Pode man.link,"Olá, Lariane Santos Oliveira barbosa! Tudo bem? Caso o controle não esteja funcionando, recomendamos que entre em contato com a assistência técnica da marca para solicitar a reposição de um novo controle. Infelizmente, não posso fornecer links. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,11/06/2025
"Olá amigo, você teria só a lâmpada de LED desse modelo para vender ?","Olá, Patrícia Furtado Dos Santos Hoffmann! Tudo bem? Atualmente, não trabalhamos com a venda de peças avulsas. Sugerimos que verifique a disponibilidade de peças diretamente com a assistência técnica da marca. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,10/06/2025
Boa tarde! Já comprei este produto duas vezes e as compras foram canceladas após a confirmação de pagamento?,"Olá, Eduardo Padilha! Tudo bem? Para dúvidas sobre pedido, por favor, entre em contato conosco por meio das mensagens do seu pedido, selecionando a opção de contato com o vendedor. Nossa equipe dará continuidade ao seu atendimento. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,10/06/2025
Boa tarde!,"Olá, Eduardo Padilha! Tudo bem? Boa tarde! Como posso ajudar você hoje? Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,10/06/2025
Boa noite vcs vendem só o controle?,"Olá, Marcus Vinicius de Oliveira Santos! Tudo bem? Caso o controle não possa mais ser utilizado, recomendamos que entre em contato com a assistência técnica da marca para solicitar a reposição de um novo controle. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,09/06/2025
"Boa noite! Comprei um ventilador de vcs, porém na mudança duas pás quebraram .. eu consigo comprar somentes as pás ?","Olá, Fabricia Zanardi! Tudo bem? Atualmente, não trabalhamos com a venda de peças avulsas. Sugerimos que verifique a disponibilidade de peças diretamente com a assistência técnica da marca. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,07/06/2025
"Boa tarde Funciona com lâmpadas comuns, e quantas são?","Olá, carlos romualdo! Tudo bem? Boa tarde! O ventilador possui luminária com bocais para 2 lâmpadas tamanho padrão E27 de até 20W (lâmpadas não inclusas). Você pode utilizar lâmpadas comuns que se adequem a essas especificações. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,05/06/2025
Boa tarde! Saberia informar o diâmetro da peça que fica no teto?,"Olá, MARCELOTRIGO2012! Tudo bem? A canopla possui aproximadamente 14 cm de diâmetro. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,05/06/2025
"Qual a medida do diâmetro do eixo, pq tenho teto rebaixado, vou precisar comprar o extensor pra fazer a instalação.","Olá, Maria Ines Fumagalli! Tudo bem? A medida do diâmetro do eixo não foi especificada pelo fabricante. Para instalações em tetos rebaixados, é recomendável verificar a necessidade de um extensor compatível com o modelo. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,02/06/2025
Eu comprei com vcs. Mas meu controle sumiu,"Olá, Camila Vieira! Tudo bem? Caso o controle não possa mais ser utilizado, recomendamos que entre em contato com a assistência técnica da marca para solicitar a reposição de um novo controle. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,29/05/2025
Vcs vendem o controle do ventilador?,"Olá, Camila Vieira! Tudo bem? Caso o controle não possa mais ser utilizado, recomendamos que entre em contato com a assistência técnica da marca para solicitar a reposição de um novo controle. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,29/05/2025
Vcs enviam modelo de lâmpadas ou de LED?,"Olá, Ideal Expo! Tudo bem? O ventilador possui luminária com bocais para 2 lâmpadas tamanho padrão E27 de até 20W (lâmpadas não inclusas). Você pode optar por lâmpadas de LED compatíveis com essas especificações. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,29/05/2025
"Comprei um ventilador tem 6 meses e ele parou de funcionar. Preciso de algum suporte, tento contato por mensagem","Olá, Tarcisio Filho! Tudo bem? Para dúvidas sobre pedido, por favor, entre em contato conosco por meio das mensagens do seu pedido, selecionando a opção de contato com o vendedor. Nossa equipe dará continuidade ao seu atendimento. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,26/05/2025
Tento contato por mensagem mais ninguém me atende. Ninguém me fala nada. Não dão nenhum suporte,"Olá, Tarcisio Filho! Tudo bem? Para entrar em contato conosco, acesse suas compras, localize seu pedido e busque a opção de falar diretamente com o vendedor. Nossa equipe estará pronta para dar continuidade à sua solicitação. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,26/05/2025
"Eu já fiz isso tem uma semana, mais ninguém me reponde.","Olá, Tarcisio Filho! Tudo bem? Pedimos desculpas pela demora no retorno do seu atendimento. Já coletamos seus dados e encaminhamos para a equipe responsável, que dará continuidade à sua solicitação. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,27/05/2025
"Boa tarde, ele vem com led embutido ou com bocal para lâmpada?","Olá, DEGABRIEL20230410135310! Tudo bem? Possui luminária com bocais para duas lâmpadas, tamanho padrão E27. Comandos de ventilação e iluminação apenas pelo controle remoto. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,24/05/2025
Boa tarde 3 desse da pra fazer um desconto ?,"Olá, bruno schneider! Tudo bem? Atualmente, estamos trabalhando com nosso melhor preço. Para conferir atualizações de preço e promoções, fique de olho em nosso catálogo de produtos. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,22/05/2025
Bom dia !!! Meu pedido está agendado para entrega desde segunda e até agora nada!,"Olá, Thaís de Oliveira Ferreira Oliveira! Tudo bem? Este item possui entrega na modalidade Full, com armazenamento e envio feitos pelo Mercado Livre, garantindo segurança e eficiência. Você pode acompanhar o status e as atualizações clicando em Compras e acessando o seu pedido. Se ainda tiver dúvidas, entre em contato conosco através das mensagens do pedido. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,21/05/2025
Bom dia ! Minha entrega era para ter sido feito na segunda e depois terça e até agora nada,"Olá, Thaís de Oliveira Ferreira Oliveira! Tudo bem? Este item possui entrega na modalidade Full, com armazenamento e envio feitos pelo Mercado Livre, garantindo segurança e eficiência. Você pode acompanhar o status e as atualizações clicando em Compras e acessando o seu pedido. Se ainda tiver dúvidas, entre em contato conosco através das mensagens do pedido. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,21/05/2025
"Oi… meu produto que era para ser entregue ontem, foi reagendado para hj e tb não chegou","Olá, Thaís de Oliveira Ferreira Oliveira! Tudo bem? Este item possui entrega na modalidade Full, com armazenamento e envio feitos pelo Mercado Livre, garantindo segurança e eficiência. Você pode acompanhar o status e as atualizações clicando em Compras e acessando o seu pedido. Se ainda tiver dúvidas, entre em contato conosco através das mensagens do pedido. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,20/05/2025
Olá! Realizei uma compra no domingo p/ ser entregue na segunda e mudaram para hj dia 20 e não recebi meu produto,"Olá, Thaís de Oliveira Ferreira Oliveira! Tudo bem? Este item possui entrega na modalidade Full, com armazenamento e envio feitos pelo Mercado Livre, garantindo segurança e eficiência. Você pode acompanhar o status e as atualizações clicando em Compras e acessando o seu pedido. Se ainda tiver dúvidas, entre em contato conosco através das mensagens do pedido. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,20/05/2025
O bulbo é de vidro ou plástico?,"Olá, Carlos de Carvalho! Tudo bem? O ventilador possui luminária com bocais para duas lâmpadas, mas o material do bulbo não foi especificado pelo fabricante. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,13/05/2025
"Amigo comprei um desse modelo, mas quando a energia acaba e volta, ele ascende a lampada sozinho tem como configurar is?","Olá, Devagarzinho Dormindo! Tudo bem? Agradecemos pela sua compra! Infelizmente, o ventilador não possui uma configuração para evitar que a lâmpada acenda automaticamente quando a energia retorna. Isso ocorre devido ao comportamento padrão do sistema após uma interrupção de energia. Se precisar de mais informações, sinta-se à vontade para retornar!",MLB44210837,07/05/2025
Qual a capacidade da bateria deste ventilador de mao portátil?,"Olá, a capacidade da bateria dessa ventoinha portátil é de 6000 mAh.",MLB28781507,28/11/2025
Qual é a capacidade da bateria deste ventilador de mão portátil?,"Olá, a capacidade da bateria dessa ventilador portátil é de 6000 mAh e, dependendo do uso, pode funcionar continuamente de 5 a 24 horas.",MLB28781507,15/10/2025
Qual é a capacidade da bateria deste ventilador de mão portátil?,"Olá, a capacidade da bateria dessa ventilador portátil é de 6000 mAh e, dependendo do uso, pode funcionar continuamente de 5 a 24 horas.",MLB28781507,15/10/2025
Sabe me dizer a potência em rotação máxima?,Olá! Tudo bem? Ventilador em 18W e 2400 RPM. Obrigado!,MLB28518722,06/11/2025
qual a potencia dele vi uns pequenos que dia 5w este é mais potente,Olá! Tudo bem? Ventilador em 18W e 2400 RPM. Obrigado!,MLB28518722,06/11/2025
Eu tenho opção de ligar e desligar direto no interruptor ou só com controle remoto?,"Olá, a luz do nosso ventilador pode ser acesa por controle remoto ou interruptor de parede, mas o próprio ventilador só pode ser controlado por controle remoto. Se tiver mais alguma dúvida, entre em contato conosco. Boas compras!",MLB36808545,26/11/2025
Teria com aste de 24 cm em relação ao teto?,"Olá, este modelo vem com duas hastes de extensão, uma de 25 cm e a outra de 12,5 cm de altura. Você pode escolher a que melhor se adapta às suas necessidades. Caso tenha mais alguma dúvida, entre em contato conosco. Boas compras!",MLB36808545,26/11/2025
Gostaria de saber sobre a instalação.,"Olá, nossos ventiladores são muito fáceis de instalar e incluímos instruções de instalação e suporte técnico com o produto. Aguardamos sua compra e estamos à sua disposição.",MLB36547960,16/11/2025
Ela é obrigatória !!! Você pode ser multado pelo Inmetro.,"Olá, obrigado pela sua mensagem. Estamos trabalhando arduamente para obter as certificações necessárias e acreditamos que conseguiremos em breve. Boas compras!",MLB36547960,11/11/2025
"Certo! Gratidão pela resposta, mas essa placa vende em qualquer loja? E sabe o valor? E poderia enviar foto por gentileza?","Olá! Lamentamos informar que, no momento, não vendemos acessórios no Mercado Livre. No entanto, nossos produtos oferecem um serviço de garantia de um ano. Se houver algum problema com o produto, você pode entrar em contato conosco por meio da página do pedido para obter assistência. Obrigado!",MLB36547960,10/11/2025
Como é para trocar a lâmpada?,"Olá, obrigado pela sua mensagem. Nossos ventiladores utilizam fontes de luz LED substituíveis. Basta remover a placa da fonte de luz, substituí-la por uma nova e conectar a fiação da fonte de luz. É muito fácil de operar. Se tiver mais alguma dúvida, não hesite em nos contatar.",MLB36547960,07/11/2025
"Caso ocorra algum problema no controle remoto após a garantia, é possível comprá-lo?","Olá, obrigado pela sua mensagem. Nossos produtos têm garantia de um ano. Mesmo que seu produto esteja fora da garantia, ainda forneceremos um canal de substituição válido em caso de problemas, garantindo o funcionamento adequado do seu produto. Se tiver mais alguma dúvida, entre em contato conosco. Boas compras!",MLB36547960,29/10/2025
A qualidade é boa ?,"Olá! Nossa marca é FANSVENTO, uma marca internacional com produtos vendidos em todo o mundo. Nossos produtos são de alta qualidade, com seis ajustes de velocidade do vento e três temperaturas de cor. Verifique o desempenho do produto. Também oferecemos garantia de um ano. Caso haja algum problema com o produto, oferecemos também um serviço de troca gratuito. Desejamos a você boas compras.",MLB36547960,24/10/2025
Como faço para obter somente as pas desse ventilador?,"Olá! Lamentamos informar que atualmente não vendemos pás de ventilador no Mercado Livre. No entanto, nossos produtos contam com garantia de um ano. Caso tenha algum problema com nosso produto, entre em contato conosco através da página de pedidos para obter assistência. Obrigado.",MLB36547960,22/10/2025
Tem Inmetro ?,"Olá, ainda não obtivemos esta certificação. Nossa marca é FANSVENTO, uma marca internacional, e nossos produtos são vendidos em todo o mundo. Este produto tem garantia de um ano. Caso haja algum problema com o produto, também oferecemos serviço de substituição gratuito. Desejamos a você uma boa compra.",MLB36547960,19/10/2025
Ele tem controle ?,"Olá, obrigado pela sua mensagem. Os nossos ventiladores podem ser controlados por controlo remoto, tanto para a iluminação como para o ventilador. Também pode instalar um interruptor de parede para controlar a iluminação, mas o ventilador só pode ser controlado pelo comando à distância. Se tiver alguma dúvida, contacte-nos. Desejamos-lhe boas compras!",MLB36547960,14/10/2025
"ola! Caso a lampada deixe de funcionar, em para reposição?","Olá, obrigado pela sua mensagem. Os nossos produtos contam com garantia de um ano. Caso exista algum problema com o produto, por favor contacte-nos para obter ajuda através da página de encomendas. Obrigado.",MLB36547960,15/10/2025
"Comprei, já quero saber onde compro a placa de led qual o valor envia o link para compra","Nossos ventiladores contam com garantia de um ano; caso tenha algum problema durante esse período, entre em contato conosco através da página de pedidos e os substituiremos gratuitamente. Atualmente, não vendemos fontes de luz LED de reposição no mercado, mas as estocamos em nossos depósitos no exterior. Caso tenha mais alguma dúvida ou solicitação de compra, teremos prazer em ajudar. Muito obrigado.",MLB36547960,13/10/2025
Já caiu alguma vez?,"Olá! Agradecemos por sua atenção à questão de segurança. Este ventilador de teto foi projetado com foco na estabilidade de instalação — desde que você siga rigorosamente as instruções do manual (como fixar firmemente o suporte de instalação na estrutura de suporte da construção, apertar todos os parafusos conforme indicado), não haverá risco de queda durante o uso normal. Se tiver dúvidas sobre os passos de instalação (como a forma de fixar o suporte em teto de concreto ou madeira), entre em contato conosco por meio da página do pedido para obter ajuda. Estamos à sua disposição para servi-lo! Desejamos-lhe uma excelente experiência de compra!",MLB36547960,09/10/2025
como trocar a lâmpada quando queimar? onde encontro e qual o valor??,"Olá! Este ventilador de teto utiliza uma fonte de luz LED substituível. A vida útil da lâmpada LED é de até 50.000 horas e ela tem uma garantia de um ano. Durante este período, se houver algum problema, será substituída gratuitamente. Esperamos que essas informações sejam úteis para você! Se precisar de qualquer coisa, estamos à disposição a qualquer momento e desejamos-lhe uma feliz compra!",MLB36547960,07/10/2025
Tem na cor marrom?,"Olá, obrigado pela sua mensagem. Infelizmente não temos o modelo marrom, mas temos o modelo branco. Você pode comprar através do seguinte link: https://www.mercadolivre.com.br/ventilador-de-teto-3-pas-com-luz-e-controle-remoto-42/up/MLBU3093666576?pdp_filters=item_id:MLB5331111276 Aproveite sua compra!",MLB36547960,02/10/2025
se deixar ligado no carregador ele descarrega?,"Olá! Tudo bem? Excelente pergunta! Não, isso não acontece! Pelo contrário. Este ventilador possui proteção inteligente contra sobrecarga. Quando a bateria fica 100% carregada e você o mantém na tomada, o sistema automaticamente corta o fluxo de energia para a bateria e passa a funcionar diretamente na energia da tomada. Isso não descarrega e nem estraga a bateria! É totalmente seguro deixá-lo plugado continuamente. Pode usar sem preocupação!",MLB59785490,26/09/2025
Boa noite ! Pode ser usado no painel do carro ?,"Olá! Boa noite! Sim, pode sim ser usado no carro! Funciona perfeitamente com a voltagem do veículo! Qualquer dúvida, estou aqui!",MLB59785490,24/09/2025
A bateria dura só uma hora?,"Olá! Tudo bem? Sim, em modo de bateria a duração é de 1 a 2 horas (varia conforme a velocidade selecionada). Isso acontece porque este modelo é alta potência e produz vento mais forte e frio que os convencionais! Para uso contínuo e máximo desempenho, recomendamos: Usar conectado à tomada enquanto precisa (assim não gasta bateria)! A qualidade do vento é superior – experimente! Qualquer dúvida, estou aqui!",MLB59785490,18/09/2025
Qual a potência e a velocidade em PRM?,Olá! A potência nominal é de 5 W e a velocidade é de 2300 rpm.,MLB59785490,14/09/2025
"Olá comprei a cor errada, como faço para trocar sem cancelar o pedido? Teria como?","Olá! Lamentamos, mas o Mercado Livre é responsável pela entrega e não podemos fazer alterações. Você precisará solicitar a troca após o recebimento da mercadoria.",MLB59785490,08/09/2025
"Qual peso do produto, e fariam link com desconto para 50 unidades?",Olá! Este produto pesa aproximadamente 430 unidades. Criei um desconto de 10% na compra de 10 unidades. Você pode usar este cupom para fazer sua compra!,MLB59785490,04/09/2025
Qual tempo de duração da bateria?,"Olá! A capacidade da bateria é de 2200 mAh. Dependendo da velocidade do vento, pode ser usada por 2 a 3 horas sem estar conectada à tomada. Recomenda-se usá-la com uma fonte de alimentação conectada para manter o ventilador em ótimas condições.",MLB59785490,31/08/2025
Qual o tipo de plug?,Bom dia! o normal,MLB60030437,15/10/2025
Preciso da nota fiscal,Bom dia! qual seria a id do seu pedido?,MLB60030437,26/09/2025
"Favor alterar todas as imagens, pois as mesmas são nossas e temos direitos sobre elas, caso contrário vamos denunciar.","boa tarde, quais imagens ?",MLB60030437,17/09/2025
"bom dia, tem na cor preta?","Bom dia!! infelizmente apenas nessa cor, por mais que seja quase tudo preto",MLB60030437,19/08/2025
Bom dia ...Algum pequeno que gira???,"Bom dia, pequeno infelizmente não temos",MLB60030437,22/05/2025
Boa Noite...Ele gira?????,"Bom dia! infelizmente ele não tem rotação, apenas ajuste do angulo... em nossa loja temos diversas opções de ventiladores gostaria de ver?",MLB60030437,21/05/2025
"a idéia é o uso compacto mesmo. pequeno num espaço pequeno, por isso pensei neste modelo. comprei um modelo USB mas não atendeu a demanda de ventilação. é muito fraco. os outros modelos estão na loja?","Estão sim, pelo o que falou esse seria a melhor opção, mas sempre bom olhar outras opções",MLB60030437,29/04/2025
ele é potente? preciso de um ventilador bom pra o uso na sonoplastia de minha igreja. me indicaria o uso dele pra este fim?,"esse é um modelo compactado, para uso proprio e em ambientes pequenos. Temos ventiladores maiores e silenciosos na nossa loja, gostaria de ver?",MLB60030437,29/04/2025
tem algum video ou review do produto pra avaliar a potência do ventilador?,"Bom dia, infelizmente não terei o video",MLB60030437,29/04/2025
E apropriado para quantos metros quadrados? Não vir na descrição.,"Olá! Agradecemos pela sua pergunta — esse ventilador é apropriado para espaços com área entre 6 e 12 metros quadrados, ideal para quartos pequenos, home offices ou cozinhas, garantindo uma circulação de ar eficaz. Se precisar de mais detalhes, é só nos informar!",MLB35434430,28/11/2025
Teria na cor preto,"Olá! Infelizmente, o modelo de ventilador que você consultou não está disponível na cor preta no momento. No entanto, temos outros modelos de ventiladores em nossa linha que oferecem a cor preta — se quiser, podemos compartilhar as opções com você para que você veja se alguma se adapta às suas preferências. Aguardamos o seu retorno para auxiliar melhor!",MLB35434430,28/11/2025
"Olá,bom dia!! O ventilador ele é bivolt pq na opção de escolher as voltagens tem 127/220 numa só opção a minha luz é 220V e tou com medo de instalar por conta disso","Olá, Sim, o ventilador é bivolt, o que significa que pode ser utilizado tanto na voltagem de 127V quanto na de 220V. Você pode usá-lo na voltagem de 220V sem problemas. Aguardamos sua compra e permanecemos à sua disposição!",MLB35434430,27/11/2025
"Olá, boa tarde!! Na descrição fala que o ventilador tem 4 velocidades e na característica diz que tem 6 velocidades??","Olá! Boa tarde! Muito obrigado por chamar nossa atenção para essa inconsistência na descrição do produto — agradecemos profundamente sua cuidado e atenção aos detalhes. Para esclarecer, o ventilador realmente possui **6 velocidades** disponíveis para uso. Houve um erro na atualização de parte da descrição, e já iremos ajustá-lo o mais rápido possível para evitar confusões futuras. Se houver mais alguma dúvida sobre o funcionamento das velocidades ou outros detalhes do produto, por favor, não hesite em nos contatar. Estamos aqui para ajudar!",MLB35434430,25/11/2025
Onde encontrar ventilador de teto sem controle remoto?,"Olá, Desculpe, mas não tenho informações sobre onde encontrar ventiladores de teto que não possuem controle remoto. Estou à disposição para ajudar com qualquer outra dúvida que você tenha sobre nossos produtos. Aguardamos sua compra e permanecemos à sua disposição!",MLB35434430,25/11/2025
Esse ventilador tem opção com timer pra desligar sozinho?,"Bom dia! Infelizmente, este ventilador não possui função de temporizador para desligamento automático. Ele só pode ser ligado e desligado manualmente. Pedimos desculpas por não podermos atender às suas necessidades, mas se tiver alguma dúvida sobre as funções, a potência ou o uso do ventilador, entre em contato conosco. Teremos prazer em ajudá-lo!",MLB35434430,23/11/2025
Tem como trocar a lâmpada?,"Olá! Este modelo de luminária possui uma lâmpada integrada (tipo LED embutido), o que significa que, se ela queimar, você não poderá simplesmente substituí-la. Mas não se preocupe: essas lâmpadas integradas geralmente têm uma vida útil longa. Se precisar de suporte no futuro, estamos aqui para ajudar! Se tiver mais dúvidas, entre em contato conosco.",MLB35434430,23/11/2025
preciso de 5 tem 110V?,"Olá, nossos ventiladores são de dupla tensão, compatíveis com tanto 110V quanto 220V. Se você tiver outras questões, entre em contato conosco a qualquer momento.",MLB35434430,23/11/2025
"Ok entendi. O meu ventilador está instalado na cozinha,que precisa de lampada ligada o tempo todo.No meu caso qdo a lampada queimar,daí tenho que comprar couto ventilador.?","Olá! Não, você não precisa comprar um novo ventilador. Mesmo que a lâmpada integrada queime, o ventilador continuará funcionando normalmente, circulando o ar. Se precisar de mais informações, estou à disposição! Aguardamos sua compra e permanecemos à sua disposição!",MLB35434430,20/11/2025
Por favor se queimar o Led como faço? É uma lâmpada de led comum? Eu compro e troco?,"Olá, Este ventilador possui lâmpadas LED integradas, o que significa que, se a lâmpada queimar, não será possível trocê-la facilmente, pois não se trata de lâmpadas comuns que podem ser substituídas. No entanto, essas lâmpadas integradas geralmente têm uma vida útil longa. Estou à disposição para qualquer outra dúvida. Aguardamos sua compra e permanecemos à sua disposição!",MLB35434430,20/11/2025
"Quer dizer,se a lampada queimar não tem como trocar.Então você fica usando o ventilador no escuro.","Resposta sugerida: Olá! Pode ficar tranquilo(a) A lâmpada não é uma lâmpada comum que queima facilmente — trata-se de um módulo LED integrado de alta qualidade, com longa vida útil. Em uso normal, ele costuma durar muitos anos sem precisar de troca. Então fique à vontade: o LED é durável, confiável e você está totalmente coberto(a) pela nossa garantia. Estou aqui para ajudar no que precisar!",MLB35434430,19/11/2025
Vc teria desse na cor preto?,"Olá! Infelizmente, no momento não temos esse produto disponível na cor preta. Agradecemos muito pela sua interesse e pedimos desculpas por qualquer inconveniência que isso possa causar. Caso haja atualização sobre a disponibilidade dessa cor no futuro, faremos o possível para informar. Se precisar de ajuda com outras cores ou produtos, é só nos contatar!",MLB35434430,13/11/2025
